Player,Team,"Year 
Signed",Years,Value,APY,Guaranteed,"APY as % Of 
Cap At Signing","Inflated 
Value","Inflated 
APY","Inflated 
Guaranteed"
B.J. Daniels,Seattle Seahawks,2013,1,"$102,000","$102,000",$0,0.1%,"$211,795","$211,795",$0
B.J. Daniels,Seattle Seahawks,2014,2,"$1,080,000","$540,000",$0,0.4%,"$2,073,925","$1,036,962",$0
B.J. Daniels,Seattle Seahawks,2014,1,"$170,000","$170,000",$0,0.1%,"$326,451","$326,451",$0
B.J. Daniels,Seattle Seahawks,2015,1,"$1,110,000","$555,000",$0,0.4%,"$1,978,601","$989,301",$0
B.J. Daniels,Seattle Seahawks,2015,2,"$510,000","$510,000",$0,0.4%,"$909,087","$909,087",$0
B.J. Daniels,Seattle Seahawks,2015,1,"$112,200","$112,200",$0,0.1%,"$199,999","$199,999",$0
B.J. Daniels,Seattle Seahawks,2015,1,"$112,200","$112,200",$0,0.1%,"$199,999","$199,999",$0
Brett Rypien,Seattle Seahawks,2023,1,"$370,800","$370,800",$0,0.2%,"$421,274","$421,274",$0
Brett Rypien,Seattle Seahawks,2023,1,"$370,800","$370,800",$0,0.2%,"$421,274","$421,274",$0
Cardale Jones,Seattle Seahawks,2019,1,"$136,000","$136,000",$0,0.1%,"$184,561","$184,561",$0
Charlie Whitehurst,Seattle Seahawks,2010,1,"$6,824,000","$6,824,000","$2,000,000",5.3%,"$13,510,462","$13,510,462","$3,959,690"
Chevan Cordeiro,Seattle Seahawks,2024,3,"$2,837,500","$945,833","$17,500",0.4%,"$2,837,500","$945,833","$17,500"
Danny Etling,Seattle Seahawks,2020,1,"$510,000","$510,000",$0,0.3%,"$657,185","$657,185",$0
Danny Etling,Seattle Seahawks,2020,1,"$142,800","$142,800",$0,0.1%,"$184,012","$184,012",$0
Danny Etling,Seattle Seahawks,2021,1,"$660,000","$660,000",$0,0.4%,"$923,638","$923,638",$0
Danny Etling,Seattle Seahawks,2021,1,"$165,600","$165,600",$0,0.1%,"$231,749","$231,749",$0
Drew Lock,Seattle Seahawks,2023,1,"$4,000,000","$4,000,000","$1,750,000",1.8%,"$4,544,484","$4,544,484","$1,988,212"
Geno Smith,Seattle Seahawks,2019,1,"$895,000","$895,000","$25,000",0.5%,"$1,214,575","$1,214,575","$33,927"
Geno Smith,Seattle Seahawks,2019,1,"$870,000","$870,000",$0,0.5%,"$1,180,648","$1,180,648",$0
Geno Smith,Seattle Seahawks,2020,1,"$1,187,500","$1,187,500","$137,500",0.6%,"$1,530,209","$1,530,209","$177,182"
Geno Smith,Seattle Seahawks,2021,1,"$1,212,500","$1,212,500","$137,500",0.7%,"$1,696,836","$1,696,836","$192,425"
Geno Smith,Seattle Seahawks,2022,1,"$3,500,000","$3,500,000","$500,000",1.7%,"$4,293,468","$4,293,468","$613,353"
Geno Smith,Seattle Seahawks,2023,3,"$75,000,000","$25,000,000","$40,000,000",11.1%,"$85,209,075","$28,403,025","$45,444,840"
Holton Ahlers,Seattle Seahawks,2023,3,"$2,696,000","$898,667","$1,000",0.4%,"$3,062,982","$1,020,994","$1,136"
Holton Ahlers,Seattle Seahawks,2023,1,"$216,000","$216,000",$0,0.1%,"$245,402","$245,402",$0
Holton Ahlers,Seattle Seahawks,2023,1,"$216,000","$216,000",$0,0.1%,"$245,402","$245,402",$0
Holton Ahlers,Seattle Seahawks,2023,1,"$216,000","$216,000",$0,0.1%,"$245,402","$245,402",$0
J.T. Barrett,Seattle Seahawks,2019,1,"$495,000","$495,000",$0,0.3%,"$671,748","$671,748",$0
Jake Heaps,Seattle Seahawks,2016,1,"$450,000","$450,000",$0,0.3%,"$740,194","$740,194",$0
Jake Luton,Seattle Seahawks,2021,1,"$780,000","$780,000",$0,0.4%,"$1,091,573","$1,091,573",$0
Jake Luton,Seattle Seahawks,2021,1,"$206,266","$206,266",$0,0.1%,"$288,659","$288,659",$0
Jake Luton,Seattle Seahawks,2021,1,"$172,133","$172,133",$0,0.1%,"$240,892","$240,892",$0
Jake Luton,Seattle Seahawks,2021,1,"$165,600","$165,600",$0,0.1%,"$231,749","$231,749",$0
Jake Waters,Seattle Seahawks,2015,1,"$435,000","$435,000",$0,0.3%,"$775,398","$775,398",$0
Jaren Hall,Seattle Seahawks,2024,1,"$263,333","$263,333",$0,0.1%,"$263,333","$263,333",$0
Jaren Hall,Seattle Seahawks,2024,1,"$225,000","$225,000",$0,0.1%,"$225,000","$225,000",$0
John Rhys Plumlee,Seattle Seahawks,2024,1,"$225,000","$225,000",$0,0.1%,"$225,000","$225,000",$0
Levi Lewis,Seattle Seahawks,2022,3,"$2,575,000","$858,333","$15,000",0.4%,"$3,158,766","$1,052,921","$18,401"
Matt Flynn,Seattle Seahawks,2012,3,"$19,500,000","$6,500,000","$10,000,000",5.4%,"$41,296,020","$13,765,340","$21,177,446"
Paxton Lynch,Seattle Seahawks,2019,1,"$645,000","$645,000",$0,0.3%,"$875,308","$875,308",$0
Phillip Sims,Seattle Seahawks,2016,1,"$450,000","$450,000",$0,0.3%,"$740,194","$740,194",$0
Phillip Walker,Seattle Seahawks,2024,1,"$1,145,000","$1,145,000",$0,0.4%,"$1,145,000","$1,145,000",$0
R.J. Archer,Seattle Seahawks,2015,2,"$960,000","$480,000",$0,0.3%,"$1,711,223","$855,611",$0
Russell Wilson,Seattle Seahawks,2012,4,"$2,996,774","$749,194","$619,472",0.6%,"$6,346,402","$1,586,602","$1,311,883"
Russell Wilson,Seattle Seahawks,2015,4,"$87,600,000","$21,900,000","$61,542,000",15.3%,"$156,149,079","$39,037,270","$109,700,075"
Sean Mannion,Seattle Seahawks,2021,1,"$1,127,500","$1,127,500","$20,000",0.6%,"$1,577,882","$1,577,882","$27,989"
Sean Mannion,Seattle Seahawks,2022,1,"$358,200","$358,200",$0,0.2%,"$439,406","$439,406",$0
Sean Mannion,Seattle Seahawks,2023,1,"$370,800","$370,800",$0,0.2%,"$421,274","$421,274",$0
Sean Mannion,Seattle Seahawks,2023,1,"$370,800","$370,800",$0,0.2%,"$421,274","$421,274",$0
Sean Mannion,Seattle Seahawks,2023,1,"$370,800","$370,800",$0,0.2%,"$421,274","$421,274",$0
Skyler Howard,Seattle Seahawks,2017,3,"$1,665,000","$555,000",$0,0.3%,"$2,546,353","$848,784",$0
Tarvaris Jackson,Seattle Seahawks,2015,1,"$1,500,000","$1,500,000","$1,500,000",1%,"$2,673,786","$2,673,786","$2,673,786"
Taryn Christion,Seattle Seahawks,2019,3,"$1,765,000","$588,333","$10,000",0.3%,"$2,395,223","$798,407","$13,571"
Trevone Boykin,Seattle Seahawks,2016,3,"$1,635,000","$545,000","$15,000",0.4%,"$2,689,373","$896,458","$24,673"
Trevone Boykin,Seattle Seahawks,2017,1,"$122,400","$122,400",$0,0.1%,"$187,191","$187,191",$0
Trevone Boykin,Seattle Seahawks,2018,1,"$555,000","$555,000",$0,0.3%,"$799,927","$799,927",$0
Bart Houston,Pittsburgh Steelers,2017,3,"$1,665,000","$555,000",$0,0.3%,"$2,546,353","$848,784",$0
Ben Roethlisberger,Pittsburgh Steelers,2015,4,"$87,400,000","$21,850,000","$64,000,000",15.2%,"$155,792,574","$38,948,143","$114,081,519"
Ben Roethlisberger,Pittsburgh Steelers,2019,2,"$68,000,000","$34,000,000","$50,000,000",18.1%,"$92,280,553","$46,140,276","$67,853,348"
Ben Roethlisberger,Pittsburgh Steelers,2021,1,"$14,000,000","$14,000,000","$14,000,000",7.7%,"$19,592,329","$19,592,329","$19,592,329"
Brogan Roback,Pittsburgh Steelers,2019,1,"$495,000","$495,000",$0,0.3%,"$671,748","$671,748",$0
Bruce Gradkowski,Pittsburgh Steelers,2016,1,"$965,000","$965,000","$80,000",0.6%,"$1,587,306","$1,587,306","$131,590"
Bryn Renner,Pittsburgh Steelers,2016,1,"$450,000","$450,000",$0,0.3%,"$740,194","$740,194",$0
Chris Oladokun,Pittsburgh Steelers,2022,4,"$3,749,952","$937,488","$89,952",0.5%,"$4,600,085","$1,150,021","$110,345"
Devlin Hodges,Pittsburgh Steelers,2019,3,"$1,756,000","$585,333","$1,000",0.3%,"$2,383,010","$794,336","$1,357"
Devlin Hodges,Pittsburgh Steelers,2019,2,"$1,080,000","$540,000",$0,0.3%,"$1,465,632","$732,816",$0
Devlin Hodges,Pittsburgh Steelers,2019,1,"$136,000","$136,000",$0,0.1%,"$184,561","$184,561",$0
Devlin Hodges,Pittsburgh Steelers,2020,1,"$142,800","$142,800",$0,0.1%,"$184,012","$184,012",$0
Dwayne Haskins,Pittsburgh Steelers,2021,1,"$850,000","$850,000",$0,0.5%,"$1,189,534","$1,189,534",$0
Dwayne Haskins,Pittsburgh Steelers,2022,1,"$2,540,000","$2,540,000",$0,1.2%,"$3,115,831","$3,115,831",$0
J.T. Barrett,Pittsburgh Steelers,2019,1,"$136,000","$136,000",$0,0.1%,"$184,561","$184,561",$0
J.T. Barrett,Pittsburgh Steelers,2020,1,"$510,000","$510,000",$0,0.3%,"$657,185","$657,185",$0
James Morgan,Pittsburgh Steelers,2021,1,"$165,600","$165,600",$0,0.1%,"$231,749","$231,749",$0
John Rhys Plumlee,Pittsburgh Steelers,2024,3,"$2,865,000","$955,000","$35,000",0.4%,"$2,865,000","$955,000","$35,000"
Joshua Dobbs,Pittsburgh Steelers,2021,1,"$1,040,000","$1,040,000","$50,000",0.6%,"$1,455,430","$1,455,430","$69,973"
Kyle Allen,Pittsburgh Steelers,2024,1,"$1,292,500","$1,292,500","$167,500",0.5%,"$1,292,500","$1,292,500","$167,500"
Landry Jones,Pittsburgh Steelers,2013,4,"$2,599,220","$649,805","$439,220",0.5%,"$5,397,080","$1,349,270","$912,006"
Landry Jones,Pittsburgh Steelers,2017,2,"$4,400,000","$2,200,000","$600,000",1.3%,"$6,729,102","$3,364,551","$917,605"
Mason Rudolph,Pittsburgh Steelers,2018,4,"$3,921,866","$980,467","$932,264",0.6%,"$5,652,622","$1,413,156","$1,343,681"
Mason Rudolph,Pittsburgh Steelers,2021,1,"$4,985,199","$4,985,199","$2,080,000",2.7%,"$6,976,547","$6,976,547","$2,910,860"
Mason Rudolph,Pittsburgh Steelers,2023,1,"$1,080,000","$1,080,000",$0,0.5%,"$1,227,011","$1,227,011",$0
Michael Vick,Pittsburgh Steelers,2015,1,"$970,000","$970,000",$0,0.7%,"$1,729,048","$1,729,048",$0
Mitchell Trubisky,Pittsburgh Steelers,2022,2,"$14,285,000","$7,412,500","$5,250,000",3.6%,"$17,523,482","$9,092,951","$6,440,202"
Mitchell Trubisky,Pittsburgh Steelers,2023,2,"$11,250,000","$5,625,000","$6,920,000",2.5%,"$12,781,361","$6,390,681","$7,861,957"
Nick Schuessler,Pittsburgh Steelers,2017,3,"$1,665,000","$555,000",$0,0.3%,"$2,546,353","$848,784",$0
Nick Schuessler,Pittsburgh Steelers,2017,3,"$1,665,000","$555,000",$0,0.3%,"$2,546,353","$848,784",$0
Paxton Lynch,Pittsburgh Steelers,2019,2,"$1,380,000","$690,000",$0,0.4%,"$1,872,752","$936,376",$0
Paxton Lynch,Pittsburgh Steelers,2019,1,"$136,000","$136,000",$0,0.1%,"$184,561","$184,561",$0
Russell Wilson,Pittsburgh Steelers,2024,1,"$1,210,000","$1,210,000","$1,210,000",0.5%,"$1,210,000","$1,210,000","$1,210,000"
Tajh Boyd,Pittsburgh Steelers,2015,1,"$435,000","$435,000",$0,0.3%,"$775,398","$775,398",$0
Tanner Morgan,Pittsburgh Steelers,2023,3,"$2,720,000","$906,667","$25,000",0.4%,"$3,090,249","$1,030,083","$28,403"
Taryn Christion,Pittsburgh Steelers,2019,1,"$136,000","$136,000",$0,0.1%,"$184,561","$184,561",$0
A.J. McCarron,Houston Texans,2019,1,"$3,000,000","$3,000,000","$2,500,000",1.6%,"$4,071,201","$4,071,201","$3,392,667"
A.J. McCarron,Houston Texans,2020,1,"$4,000,000","$4,000,000","$3,750,000",2%,"$5,154,390","$5,154,390","$4,832,240"
Alex McGough,Houston Texans,2019,2,"$1,080,000","$540,000",$0,0.3%,"$1,465,632","$732,816",$0
Alex McGough,Houston Texans,2019,1,"$495,006","$495,006",$0,0.3%,"$671,756","$671,756",$0
Alex McGough,Houston Texans,2019,1,"$340,000","$340,000",$0,0.2%,"$461,403","$461,403",$0
Alex McGough,Houston Texans,2020,2,"$1,260,000","$630,000",$0,0.3%,"$1,623,633","$811,816",$0
Alex McGough,Houston Texans,2020,1,"$142,800","$142,800",$0,0.1%,"$184,012","$184,012",$0
B.J. Daniels,Houston Texans,2015,2,"$1,110,000","$555,000",$0,0.4%,"$1,978,601","$989,301",$0
Brandon Weeden,Houston Texans,2016,2,"$4,000,000","$2,000,000","$450,000",1.3%,"$6,579,507","$3,289,753","$740,194"
Brandon Weeden,Houston Texans,2018,1,"$790,000","$790,000",$0,0.4%,"$1,138,634","$1,138,634",$0
Brian Hoyer,Houston Texans,2015,2,"$10,500,000","$5,250,000","$4,750,000",3.7%,"$18,716,499","$9,358,250","$8,466,988"
C.J. Stroud,Houston Texans,2023,4,"$36,279,246","$9,069,812","$36,279,246",4%,"$41,217,613","$10,304,404","$41,217,613"
Case Keenum,Houston Texans,2012,3,"$1,452,000","$484,000","$12,000",0.4%,"$3,074,965","$1,024,988","$25,413"
Case Keenum,Houston Texans,2012,1,"$96,900","$96,900",$0,0.1%,"$205,209","$205,209",$0
Case Keenum,Houston Texans,2014,1,"$495,000","$495,000",$0,0.4%,"$950,549","$950,549",$0
Case Keenum,Houston Texans,2023,2,"$6,250,000","$3,125,000","$4,000,000",1.4%,"$7,100,756","$3,550,378","$4,544,484"
Davis Mills,Houston Texans,2021,4,"$5,222,100","$1,305,525","$1,157,892",0.7%,"$7,308,079","$1,827,020","$1,620,414"
Davis Mills,Houston Texans,2024,2,"$8,116,000","$4,058,000","$6,316,000",1.6%,"$8,116,000","$4,058,000","$6,316,000"
Deshaun Watson,Houston Texans,2017,4,"$13,854,482","$3,463,621","$13,854,482",2.1%,"$21,188,232","$5,297,059","$21,188,232"
Deshaun Watson,Houston Texans,2020,4,"$156,000,000","$39,000,000","$111,894,247",19.7%,"$201,021,191","$50,255,298","$144,186,633"
EJ Perry,Houston Texans,2023,1,"$750,000","$750,000",$0,0.3%,"$852,091","$852,091",$0
EJ Perry,Houston Texans,2023,1,"$750,000","$750,000",$0,0.3%,"$852,091","$852,091",$0
Jeff Driskel,Houston Texans,2021,1,"$1,750,000","$1,750,000","$750,000",1%,"$2,449,041","$2,449,041","$1,049,589"
Jeff Driskel,Houston Texans,2021,1,"$990,000","$990,000",$0,0.5%,"$1,385,458","$1,385,458",$0
Jeff Driskel,Houston Texans,2021,1,"$375,000","$375,000",$0,0.2%,"$524,795","$524,795",$0
Jeff Driskel,Houston Texans,2021,1,"$252,000","$252,000",$0,0.1%,"$352,662","$352,662",$0
Jeff Driskel,Houston Texans,2022,1,"$1,187,500","$1,187,500","$152,500",0.6%,"$1,456,712","$1,456,712","$187,073"
Jeff Driskel,Houston Texans,2022,1,"$1,035,000","$1,035,000",$0,0.5%,"$1,269,640","$1,269,640",$0
Jeff Driskel,Houston Texans,2022,1,"$471,000","$471,000",$0,0.2%,"$577,778","$577,778",$0
Jeff Driskel,Houston Texans,2022,1,"$433,400","$433,400",$0,0.2%,"$531,654","$531,654",$0
Jeff Driskel,Houston Texans,2022,1,"$395,800","$395,800",$0,0.2%,"$485,530","$485,530",$0
Jeff Driskel,Houston Texans,2022,1,"$358,200","$358,200",$0,0.2%,"$439,406","$439,406",$0
Jeff Garcia,Houston Texans,2011,1,"$910,000","$910,000",$0,0.8%,"$1,930,750","$1,930,750",$0
Joe Webb,Houston Texans,2018,1,"$1,005,000","$1,005,000","$90,000",0.6%,"$1,448,516","$1,448,516","$129,718"
Joe Webb,Houston Texans,2018,1,"$915,000","$915,000",$0,0.5%,"$1,318,798","$1,318,798",$0
Joe Webb,Houston Texans,2019,1,"$1,020,000","$1,020,000","$90,000",0.5%,"$1,384,208","$1,384,208","$122,136"
Josh Johnson,Houston Texans,2017,2,"$1,815,000","$907,500",$0,0.5%,"$2,775,754","$1,387,877",$0
Josh Johnson,Houston Texans,2017,1,"$900,000","$900,000",$0,0.5%,"$1,376,407","$1,376,407",$0
Josh McCown,Houston Texans,2020,2,"$2,125,000","$1,062,500",$0,0.5%,"$2,738,269","$1,369,135",$0
Kedon Slovis,Houston Texans,2024,1,"$225,000","$225,000",$0,0.1%,"$225,000","$225,000",$0
Kevin Hogan,Houston Texans,2022,1,"$1,117,500","$1,117,500","$302,500",0.5%,"$1,370,843","$1,370,843","$371,078"
Kyle Allen,Houston Texans,2022,1,"$2,500,000","$2,500,000","$2,250,000",1.2%,"$3,066,763","$3,066,763","$2,760,086"
Matt Leinart,Houston Texans,2010,1,"$1,000,000","$1,000,000",$0,0.8%,"$1,979,845","$1,979,845",$0
Matt Leinart,Houston Texans,2011,2,"$5,500,000","$2,750,000","$2,000,000",2.3%,"$11,669,367","$5,834,683","$4,243,406"
Matt McGloin,Houston Texans,2017,1,"$775,000","$775,000",$0,0.5%,"$1,185,240","$1,185,240",$0
Matt Schaub,Houston Texans,2012,4,"$62,000,000","$15,500,000","$24,250,000",12.9%,"$131,300,166","$32,825,041","$51,355,307"
Nick Tiano,Houston Texans,2020,3,"$2,285,000","$761,667",$0,0.4%,"$2,944,445","$981,482",$0
Ricky Stanzi,Houston Texans,2014,1,"$107,100","$107,100",$0,0.1%,"$205,664","$205,664",$0
Ryan Mallett,Houston Texans,2015,2,"$7,000,000","$3,500,000",$0,2.4%,"$12,477,666","$6,238,833",$0
T.J. Yates,Houston Texans,2017,1,"$775,000","$775,000",$0,0.5%,"$1,185,240","$1,185,240",$0
Taylor Heinicke,Houston Texans,2017,1,"$122,400","$122,400",$0,0.1%,"$187,191","$187,191",$0
Tim Boyle,Houston Texans,2023,1,"$370,800","$370,800",$0,0.2%,"$421,274","$421,274",$0
Tim Boyle,Houston Texans,2024,1,"$1,150,000","$1,150,000",$0,0.5%,"$1,150,000","$1,150,000",$0
Tom Savage,Houston Texans,2014,4,"$2,520,584","$630,146","$300,584",0.5%,"$4,840,279","$1,210,070","$577,212"
Tyrod Taylor,Houston Texans,2021,1,"$5,500,000","$5,500,000","$2,500,000",3%,"$7,696,986","$7,696,986","$3,498,630"
Zac Dysert,Houston Texans,2015,1,"$112,200","$112,200",$0,0.1%,"$199,999","$199,999",$0
Alex Tanney,Tennessee Titans,2016,3,"$1,170,000","$585,000",$0,0.4%,"$1,924,506","$962,253",$0
Austin Davis,Tennessee Titans,2018,1,"$790,000","$790,000",$0,0.4%,"$1,138,634","$1,138,634",$0
Austin Davis,Tennessee Titans,2018,1,"$790,000","$790,000",$0,0.4%,"$1,138,634","$1,138,634",$0
Blaine Gabbert,Tennessee Titans,2018,2,"$4,000,000","$2,000,000","$1,000,000",1.1%,"$5,765,237","$2,882,619","$1,441,309"
Brad Sorensen,Tennessee Titans,2014,1,"$107,100","$107,100",$0,0.1%,"$205,664","$205,664",$0
Brandon Weeden,Tennessee Titans,2017,1,"$1,000,000","$1,000,000",$0,0.6%,"$1,529,341","$1,529,341",$0
Charlie Whitehurst,Tennessee Titans,2014,2,"$4,000,000","$2,000,000","$2,000,000",1.5%,"$7,681,203","$3,840,602","$3,840,602"
Charlie Whitehurst,Tennessee Titans,2015,1,"$2,000,000","$2,000,000",$0,1.4%,"$3,565,047","$3,565,047",$0
Cole McDonald,Tennessee Titans,2020,4,"$3,396,684","$849,171","$101,684",0.4%,"$4,376,958","$1,094,240","$131,030"
DeShone Kizer,Tennessee Titans,2021,1,"$920,000","$920,000",$0,0.5%,"$1,287,496","$1,287,496",$0
DeShone Kizer,Tennessee Titans,2021,1,"$252,000","$252,000",$0,0.1%,"$352,662","$352,662",$0
Jake Locker,Tennessee Titans,2011,4,"$12,586,002","$3,146,501","$12,586,002",2.6%,"$26,703,758","$6,675,941","$26,703,758"
Joshua Dobbs,Tennessee Titans,2022,1,"$1,035,000","$1,035,000",$0,0.5%,"$1,269,640","$1,269,640",$0
Kevin Hogan,Tennessee Titans,2021,1,"$252,000","$252,000",$0,0.1%,"$352,662","$352,662",$0
Kevin Hogan,Tennessee Titans,2021,1,"$252,000","$252,000",$0,0.1%,"$352,662","$352,662",$0
Kevin Hogan,Tennessee Titans,2022,1,"$965,000","$965,000",$0,0.5%,"$1,183,770","$1,183,770",$0
Kevin Hogan,Tennessee Titans,2022,1,"$277,200","$277,200",$0,0.1%,"$340,043","$340,043",$0
Logan Woodside,Tennessee Titans,2018,1,"$129,200","$129,200",$0,0.1%,"$186,217","$186,217",$0
Logan Woodside,Tennessee Titans,2019,2,"$1,080,000","$540,000",$0,0.3%,"$1,465,632","$732,816",$0
Logan Woodside,Tennessee Titans,2019,1,"$136,000","$136,000",$0,0.1%,"$184,561","$184,561",$0
Logan Woodside,Tennessee Titans,2020,2,"$1,110,000","$555,000",$0,0.3%,"$1,430,343","$715,172",$0
Logan Woodside,Tennessee Titans,2022,1,"$895,000","$895,000",$0,0.4%,"$1,097,901","$1,097,901",$0
Logan Woodside,Tennessee Titans,2022,1,"$283,444","$283,444",$0,0.1%,"$347,702","$347,702",$0
Logan Woodside,Tennessee Titans,2022,1,"$245,222","$245,222",$0,0.1%,"$300,815","$300,815",$0
Logan Woodside,Tennessee Titans,2022,1,"$207,000","$207,000",$0,0.1%,"$253,928","$253,928",$0
Marcus Mariota,Tennessee Titans,2015,4,"$24,213,974","$6,053,494","$24,213,974",4.2%,"$43,161,983","$10,790,497","$43,161,983"
Mason Rudolph,Tennessee Titans,2024,1,"$2,870,000","$2,870,000","$2,700,000",1.1%,"$2,870,000","$2,870,000","$2,700,000"
Matt Barkley,Tennessee Titans,2021,1,"$252,000","$252,000",$0,0.1%,"$352,662","$352,662",$0
Matt Barkley,Tennessee Titans,2021,1,"$1,100,000","$110,000","$25,000",0.1%,"$1,539,397","$153,940","$34,986"
Matt Cassel,Tennessee Titans,2016,1,"$2,000,000","$2,000,000","$750,000",1.3%,"$3,289,753","$3,289,753","$1,233,657"
Matt Cassel,Tennessee Titans,2017,2,"$5,250,000","$2,625,000","$500,000",1.6%,"$8,029,042","$4,014,521","$764,671"
Matt Hasselbeck,Tennessee Titans,2011,3,"$20,000,000","$6,666,667","$6,000,000",5.5%,"$42,434,060","$14,144,687","$12,730,218"
Nathan Enderle,Tennessee Titans,2013,2,"$1,050,000","$525,000",$0,0.4%,"$2,180,244","$1,090,122",$0
Ryan Fitzpatrick,Tennessee Titans,2013,2,"$6,500,000","$3,250,000","$3,250,000",2.6%,"$13,496,748","$6,748,374","$6,748,374"
Ryan Tannehill,Tennessee Titans,2020,4,"$118,000,000","$29,500,000","$91,000,000",14.9%,"$152,054,490","$38,013,623","$117,262,361"
Trevor Siemian,Tennessee Titans,2020,1,"$910,000","$910,000",$0,0.5%,"$1,172,624","$1,172,624",$0
Trevor Siemian,Tennessee Titans,2020,1,"$204,000","$204,000",$0,0.1%,"$262,874","$262,874",$0
Trevor Siemian,Tennessee Titans,2024,1,"$302,400","$302,400",$0,0.1%,"$302,400","$302,400",$0
Trevor Siemian,Tennessee Titans,2024,1,"$302,400","$302,400",$0,0.1%,"$302,400","$302,400",$0
Trevor Siemian,Tennessee Titans,2024,1,"$302,400","$302,400",$0,0.1%,"$302,400","$302,400",$0
Tyler Ferguson,Tennessee Titans,2017,3,"$1,665,000","$555,000",$0,0.3%,"$2,546,353","$848,784",$0
Tyler Ferguson,Tennessee Titans,2017,1,"$122,400","$122,400",$0,0.1%,"$187,191","$187,191",$0
Tyler Ferguson,Tennessee Titans,2018,2,"$1,050,000","$525,000",$0,0.3%,"$1,513,375","$756,687",$0
Tyler Wilson,Tennessee Titans,2013,3,"$1,485,000","$495,000",$0,0.4%,"$3,083,488","$1,027,829",$0
Will Levis,Tennessee Titans,2023,4,"$9,542,162","$2,385,541","$8,730,957",1.1%,"$10,841,051","$2,710,263","$9,919,424"
Brad Sorensen,Minnesota Vikings,2016,1,"$525,000","$525,000",$0,0.3%,"$863,560","$863,560",$0
Brett Favre,Minnesota Vikings,2010,1,"$16,000,000","$16,000,000","$16,000,000",12.4%,"$31,677,519","$31,677,519","$31,677,519"
Brett Rypien,Minnesota Vikings,2024,1,"$1,125,000","$1,125,000",$0,0.4%,"$1,125,000","$1,125,000",$0
Case Cookus,Minnesota Vikings,2021,1,"$660,000","$660,000",$0,0.4%,"$923,638","$923,638",$0
Case Keenum,Minnesota Vikings,2017,1,"$2,000,000","$2,000,000","$250,000",1.2%,"$3,058,683","$3,058,683","$382,335"
Chandler Harnish,Minnesota Vikings,2014,1,"$107,100","$107,100",$0,0.1%,"$205,664","$205,664",$0
Christian Ponder,Minnesota Vikings,2011,4,"$10,158,698","$2,539,675","$10,158,698",2.1%,"$21,553,740","$5,388,436","$21,553,740"
Daniel Jones,Minnesota Vikings,2024,1,"$383,400","$383,400",$0,0.2%,"$383,400","$383,400",$0
Danny Etling,Minnesota Vikings,2021,1,"$660,000","$660,000",$0,0.4%,"$923,638","$923,638",$0
David Blough,Minnesota Vikings,2022,1,"$358,200","$358,200",$0,0.2%,"$439,406","$439,406",$0
Donovan McNabb,Minnesota Vikings,2011,1,"$5,050,000","$5,050,000",$0,4.2%,"$10,714,600","$10,714,600",$0
J.J. McCarthy,Minnesota Vikings,2024,4,"$21,854,796","$5,463,699","$21,854,796",2.1%,"$21,854,796","$5,463,699","$21,854,796"
Jake Browning,Minnesota Vikings,2019,3,"$1,770,000","$590,000","$140,000",0.3%,"$2,402,009","$800,670","$189,989"
Jake Browning,Minnesota Vikings,2019,1,"$170,000","$170,000",$0,0.1%,"$230,701","$230,701",$0
Jake Browning,Minnesota Vikings,2020,2,"$1,110,000","$555,000",$0,0.3%,"$1,430,343","$715,172",$0
Jake Browning,Minnesota Vikings,2020,1,"$142,800","$142,800",$0,0.1%,"$184,012","$184,012",$0
Jake Browning,Minnesota Vikings,2021,2,"$1,485,000","$742,500",$0,0.4%,"$2,078,186","$1,039,093",$0
Jaren Hall,Minnesota Vikings,2023,4,"$4,119,272","$1,029,818","$279,272",0.5%,"$4,679,991","$1,169,998","$317,287"
Joe Webb,Minnesota Vikings,2010,4,"$2,032,515","$508,129",$0,0.4%,"$4,024,065","$1,006,017",$0
Jordan Ta'amu,Minnesota Vikings,2023,1,"$750,000","$750,000",$0,0.3%,"$852,091","$852,091",$0
Josh Freeman,Minnesota Vikings,2013,1,"$2,833,334","$2,833,334",$0,2.3%,"$5,883,199","$5,883,199",$0
Josh Rosen,Minnesota Vikings,2022,1,"$277,200","$277,200",$0,0.1%,"$340,043","$340,043",$0
Kirk Cousins,Minnesota Vikings,2018,3,"$84,000,000","$28,000,000","$84,000,000",15.8%,"$121,069,977","$40,356,659","$121,069,977"
Kirk Cousins,Minnesota Vikings,2020,2,"$66,000,000","$33,000,000","$96,000,000",16.6%,"$85,047,427","$42,523,713","$123,705,348"
Kirk Cousins,Minnesota Vikings,2022,1,"$35,000,000","$35,000,000","$70,000,000",16.8%,"$42,934,678","$42,934,678","$85,869,356"
Kyle Sloter,Minnesota Vikings,2017,3,"$1,665,000","$555,000",$0,0.3%,"$2,546,353","$848,784",$0
Kyle Sloter,Minnesota Vikings,2017,1,"$340,000","$340,000",$0,0.2%,"$519,976","$519,976",$0
Matt Cassel,Minnesota Vikings,2013,1,"$3,700,000","$3,700,000","$2,000,000",3%,"$7,682,764","$7,682,764","$4,152,846"
Matt Corral,Minnesota Vikings,2024,1,"$795,000","$795,000",$0,0.3%,"$795,000","$795,000",$0
Mike Kafka,Minnesota Vikings,2015,1,"$660,000","$660,000",$0,0.5%,"$1,176,466","$1,176,466",$0
